,Joke Submitter ID,Gender,Major,D23,D27,D14,D49,D102,D110,D113,D121,D111,D152,D98,D145,D180,D11,D10,D8,D7,D6,D5,D60,D61,D56,D57,D87,D94,D148,D25,D76,C26,D141,D19,D107,C48,C46,D96,D70,D69,C37,D20,D21,D16,C84,D44,C23,C39,C25,C36,C40,D44,C49,C35,C53,C57,C22,C27,C86,D83,D90,D92,D100,D103,C70,C47,C32,C33,D188,D173,D88,D62,D54,C91,D98,C78,C80,C95,C104,C105,C77,C52,C29,C99,D166,C75,D127,D125,D93,C82,C68,D181,C31,D153,D174,C88,C89,C90,C92,C97,C61,C45,C102,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,D2 ,D3 ,D4,D13,D17,D28,D29,D30,D31,D32,D33,D34,D35,D36,C76,C74,D37,D38,D39,D40,D41,D42,D64,D65,D67,D68,D77,D78,D79,D80,D81,D82,D83,D84,D85,D86,D130,D132,D133,D135,D136,D138,D139,D152,D154,D156,D180,D182,D185,D186
,Physics,2,,1.5,1.5,2,1,1.5,2.5,1.5,2.5,3.5,1.5,1.5,2,1.5,1,1,1.5,1.5,1,1.5,1.5,3,1,,2,2.5,2,1.5,1.5,1,2,1,1.5,2,1.5,2,1,1.5,1,2,2,3,3.5,2,1,1.5,3.5,2,1,2,3,3,1,2,2,2,1,,1.5,2,1.5,2,2.5,2,1,2,2,1.5,2,1.5,1.5,,2,1,1.5,2.5,2,2,2,1,1.5,1.5,1.5,2.5,1,2,2,2.5,1,2.5,1,1,2,2.5,2.5,1,2,2.5,1,1,2,2.5,1,1,2,2.5,2,2.5,3,2,1,2,2.5,1.5,,1,3,2,1.5,2.5,2,2,1.5,1.5,2,1.5,1.5,2,1.5,2.5,2.5,2,3,1.5,1,1,1.5,2,1,1.5,2.5,1.5,2,1,2,2.5,3,2,2,1.5,3.5,3,3,2.5,2,2,1.5,1,2,1.5,1,2,1,2,1.5,2,2.5,2,1.5,1.5,2.5
,Other,6,,2.5,2.833333333,2.6,2.5,3.166666667,2.833333333,2.833333333,3.166666667,2.666666667,2.166666667,2.833333333,3,2.166666667,2.166666667,2.166666667,2.833333333,3.5,3.166666667,3.166666667,2.833333333,2.333333333,3,,2.5,2.333333333,3,2.833333333,3,2.5,3,2.666666667,2.666666667,3,3.166666667,3.166666667,3,3.166666667,3.333333333,2,2.5,2.166666667,1.5,2.5,3,2.666666667,2,2.666666667,1.833333333,3.166666667,2.666666667,1.666666667,2.166666667,3,3.166666667,3,3.666666667,,2.333333333,2.166666667,3.166666667,3.333333333,3.166666667,2.666666667,2.833333333,2.833333333,2.666666667,2.666666667,2.833333333,3.166666667,3.166666667,,2.5,3,2.333333333,2.5,3.2,3.333333333,1.666666667,2.5,2.666666667,2,1.666666667,2.333333333,2.833333333,3,2.166666667,2.833333333,3,3.166666667,3,2.833333333,2.5,3,3.166666667,3.166666667,2.833333333,2.666666667,2.5,3.333333333,2.666666667,3.166666667,2,2.833333333,2.5,2.833333333,2.666666667,2.833333333,2.666666667,3.5,2.833333333,3.166666667,2.666666667,2.833333333,,2,2.833333333,2.666666667,2.333333333,2.833333333,3.333333333,2.833333333,2.666666667,3,2.833333333,2.666666667,3,3,3,2.5,2.833333333,3,2,2.333333333,2.666666667,3,3.166666667,2.666666667,3,2.666666667,2.5,1.5,3.166666667,3.5,3.333333333,2.833333333,3,2.833333333,2.833333333,2.6,2.166666667,2.833333333,1.333333333,2.333333333,2.5,2.833333333,3.166666667,2.666666667,3.166666667,3.666666667,2.166666667,3,2.333333333,2.5,3.333333333,3,3,2.666666667,2.833333333,2.833333333,3.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gender,Count,Total Variance,Variance Per Joke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Male,80,1.562799787,1.261176857,1.984297388,1.378116343,1.335872576,1.756245891,1.21230572,1.526134122,1.358316897,1.565581854,1.171597633,1.444763029,1.299802761,1.432619329,1.51193719,1.557442718,1.702991453,1.56449287,1.72474279,1.295364892,1.866688031,1.388092427,1.609937673,,1.624589086,1.221729126,1.519948726,1.588847941,1.567549334,1.370151216,1.837113741,1.594510191,1.458908613,1.28440955,1.73756114,1.689677844,1.906640368,1.910092045,1.826952269,1.489973702,1.448553583,1.530844416,1.759288889,1.506245891,1.922583826,1.833168968,1.401922753,1.484567381,1.614265928,1.999342538,1.881261596,1.447368421,1.486941195,1.370934145,1.58530572,1.672794738,1.929362881,,1.289256198,1.490466271,1.326758711,1.296398892,1.882711104,1.498356345,1.411367853,1.35190664,1.666666667,1.963733333,1.306521391,1.536530471,1.56232687,,1.392477652,1.957922419,1.364891519,2.26851071,1.47039973,1.983133749,1.342044707,1.259204471,1.452498356,1.483736581,1.888395792,1.3256873,1.862754767,1.36817883,1.522347782,1.427350427,1.679362881,1.458593355,1.86522025,1.664036818,1.891518738,1.418967784,1.780861943,1.437376726,1.813938199,1.816055119,1.689677844,2.042241946,1.250493097,1.67184746,2.209894806,2.216562658,1.531886917,1.274983563,1.780804358,2.030933333,1.441435667,1.812623274,1.712031558,1.671445438,1.737015122,1.427350427,,1.535145429,1.971664699,1.510848126,1.642504931,1.418451678,1.630828393,1.842105263,1.705621302,1.435404339,1.715318869,1.961911357,1.286817883,1.618650857,1.822143887,1.33920846,1.478929659,1.53139382,1.543599258,1.366840951,1.606793783,1.417721519,2.333951763,1.513240007,1.633136095,2.037915512,1.651543262,1.616087166,1.351661326,1.447124304,1.542924608,1.620846686,1.635688986,1.598454964,1.435595568,1.819193793,1.498356345,1.809993425,1.93573307,1.501361961,1.445101907,1.74498229,1.522347782,1.656147272,1.59894806,1.74151662,1.817507168,1.643819855,1.743589744,1.72474279,1.525383707,1.499835634,1.261656786,1.517705496,1.182281394,1.495152355,1.458908613
,Female,17,1.537136995,1.99609375,1.121107266,1.543252595,1.715555556,1.733333333,1.18359375,2.560553633,1.226666667,0.80859375,1.49609375,1.266435986,1.715555556,1.226666667,1.359375,1.528888889,1.706666667,1.848888889,1.972318339,0.87109375,1.8125,0.83984375,1.582222222,,1.048888889,2.062222222,1.359375,1.96484375,1.734375,2.01384083,0.733564014,2.25,1.5,1.1875,1.662222222,1.109375,1.43359375,2.37109375,1.24609375,1.288888889,1.05859375,1.58984375,1.448888889,1,1.543252595,1.04,1.626666667,1.6875,1.529411765,2.25,2.026666667,1.893333333,1.734375,1.315555556,1.734375,1.87109375,0.80859375,,1.30859375,1.04,1.05859375,1.234375,2.109375,0.915555556,2.02734375,1.128888889,1.226666667,2.109375,2.08984375,2.18359375,1.2,,1.46484375,1.4375,1.515570934,2.115555556,1.848888889,2.462222222,2.124567474,1.734375,1.448888889,1.266435986,1.484375,1.5,1.662222222,1.30859375,0.995555556,0.995555556,1.44,1.262222222,1.12109375,1.706666667,1.262222222,2.761245675,1.493333333,1.21484375,1.75,1.757785467,2.01384083,1.74609375,0.96484375,1.528888889,2.328888889,2.195555556,1.55859375,1.02734375,1.55859375,1.584775087,1.674740484,1.6,2.195555556,1.984375,1.375,1.448888889,,1.49609375,1.734375,2.24,1.582222222,1.448888889,2.49609375,1.5625,2.426666667,2.4,1.58984375,1.75,1.306666667,1.6875,1.12109375,1.58984375,1.0625,1.528888889,0.622222222,1.40234375,2.06122449,1.848888889,2.109375,0.96,1.557093426,1.848888889,1.875,1.771626298,1.24609375,1.234375,0.915555556,1.734375,1.653979239,1.65234375,1.6875,1.55859375,1.733333333,1.55859375,1.24609375,1.3125,1.662222222,1.128888889,2.248888889,1.93359375,0.8,2.462222222,1.43359375,1.6875,1.71484375,1.466666667,1.625,1.734375,1.83984375,1.582222222,1.066666667,1.21484375,1.306666667
,Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Computer Science/CSE,76,1.612539985,1.395256233,2.044707429,1.461911357,1.414353543,1.766447368,1.190664037,1.796255692,1.386945983,1.443905817,1.22299169,1.457756233,1.353704986,1.405155556,1.775147929,1.595884635,1.776142659,1.678529263,1.799688366,1.217451524,1.882948221,1.229155556,1.666488889,,1.530990305,1.353704986,1.548996458,1.586102209,1.602488889,1.573621184,1.756788666,1.729051247,1.526395682,1.460880999,1.769955556,1.680747922,1.916006072,2.015754848,1.767822222,1.594702216,1.437679204,1.663349637,1.738037155,1.489439058,2.049249452,1.86565097,1.412622222,1.819733333,1.681066667,1.967954124,1.903288889,1.555880205,1.387080452,1.429583404,1.756451341,1.725155556,2.011733333,,1.309155556,1.500421656,1.389441727,1.249817385,2.001972387,1.56284626,1.487288889,1.302631579,1.614092798,2.015522279,1.59554731,1.666910153,1.562636961,,1.442488889,1.881405817,1.417777028,2.453333333,1.475555556,2.222222222,1.507505482,1.443905817,1.350934903,1.447074293,1.934210526,1.536530471,1.877250693,1.3841759,1.567288889,1.463123269,1.573593864,1.5456,1.587257618,1.748441828,1.983379501,1.669084163,1.885802469,1.460353186,1.824792244,1.906640368,1.785123967,1.943213296,1.215200831,1.487265981,2.354570637,2.168888889,1.618247922,1.299688366,1.73418789,2.050488889,1.628040763,1.828254848,1.887119114,1.665066667,1.72474279,1.378635734,,1.436267348,1.967288889,1.729051247,1.755367036,1.575822222,1.845842469,1.799822222,1.828947368,1.530990305,1.762292244,1.835646457,1.403739612,1.788497217,1.87113741,1.495699106,1.562489459,1.511599723,1.250488889,1.327389197,1.680747922,1.456198061,2.311822222,1.5616,1.74430764,2.083272462,1.848888889,1.707429323,1.438933333,1.435733333,1.515733333,1.671822222,1.748441828,1.683344875,1.40558802,1.895256233,1.578081717,1.855090028,1.954293629,1.574295834,1.497955556,1.879822222,1.762488889,1.681227863,1.55315097,1.844248452,1.918933333,1.73081464,1.809556787,1.879822222,1.573333333,1.500421656,1.491651206,1.487265981,1.189750693,1.569211103,1.4466759
,Statistics,11,1.421996843,1.719008264,0.694214876,1.140495868,0.89,1.64,1.64,2.512396694,1.24,1.289256198,1.32231405,1.338842975,1.96,1.65,2.56,1.49,2,0.8,1.173553719,0.79338843,0.561983471,1.421487603,1.209876543,,0.8,2,1.785123967,2.148760331,1.289256198,1.157024793,1.173553719,1.173553719,1.96,1.09,1.89,1.338842975,1.81,2.446280992,1.355371901,1.96,1.24,1.421487603,1.4,1.289256198,0.876033058,1.01,1.85,1.900826446,0.247933884,2.45,1.76,1.69,2.41322314,1.21,2.16,1.867768595,0.958677686,,1.355371901,0.76,0.84,0.975206612,2.04,0.81,2.066115702,1.36,1.49,1.64,0.776859504,2,0.76,,1.47107438,2.049586777,1.338842975,1.21,2.36,1.69,1.900826446,0.876033058,2.45,1.685950413,1.157024793,0.69,1.89,0.776859504,0.49,0.84,1.36,0.84,2.41322314,0.49,1.64,2.198347107,0.8,1.421487603,2.049586777,1.785123967,1.355371901,1.900826446,0.231404959,2.24,1.41,2.6,1.537190083,0.909090909,2.148760331,1.6,0.694214876,2.04,1.76,1.867768595,1.44,1.84,,1.966942149,1.504132231,2.21,1.16,0.61,0.41322314,1.85,0.64,1.76,1.47107438,2.26446281,0.61,1.107438017,0.84,0.991735537,1.157024793,2.4,1.61,2.09,1.44,0.79338843,2.909090909,1.2,0.909090909,1.61,1.107438017,1.520661157,1.47107438,1.32231405,1.41,1.685950413,1.421487603,1.504132231,1.818181818,1.272727273,1.36,1.834710744,1.239669421,1.504132231,1.239669421,0.76,1.24,1.76,1.01,1.520661157,1.537190083,1.49,1.47107438,1.61,1.239669421,2.21,1.47107438,1.05,1.21,0.628099174,1.81
,Math,2,0.595588235,0,0,1,1,1,0.25,0.25,1,1,0,0.25,0,0.25,0.25,0,0,0.25,0.25,0.25,0.25,1,0,,4,0,0,2.25,0,1,1,2.25,0,1,1,0.25,0,0.25,1,0.25,0.25,0,0.25,0.25,1,0.25,2.25,0.25,0.25,0.25,1,2.25,1,0.25,0,0,2.25,,0,0.25,0,0.25,0,1,2.25,2.25,0.25,0.25,1,0,2.25,,1,1,0.25,0.25,0.25,0.25,1,0.25,1,0,2.25,0.25,0.25,1,1,0.25,1,0.25,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,2.25,0.25,0,0.25,0,1,0.25,0,0.25,0.25,1,0.25,0.25,,1,0,0.25,0.25,0.25,0,1,2.25,2.25,1,0,1,0.25,1,1,0.25,0,1,0.25,1,0.25,1,0.25,1,1,1,1,0.25,0,0,0.25,2.25,1,0,1,1,0,0.25,0,1,2.25,1,2.25,0.25,0.25,1,0.25,1,1,0.25,0.25,0.25,0.25,0.25,0,1
,Physics,2,0.308823529,0.25,0.25,1,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0,0,0.25,0.25,0,0.25,0.25,1,0,,0,0.25,0,0.25,0.25,0,0,0,0.25,0,0.25,0,0,0.25,0,0,1,1,2.25,0,0,0.25,0.25,1,0,1,0,1,0,1,0,0,0,,0.25,0,0.25,0,0.25,1,0,0,0,0.25,0,0.25,0.25,,0,0,0.25,0.25,0,1,0,0,0.25,0.25,0.25,0.25,0,0,0,0.25,0,0.25,0,0,0,0.25,0.25,0,1,0.25,0,0,1,2.25,0,0,0,0.25,0,2.25,1,0,0,0,0.25,0.25,,0,1,0,0.25,0.25,1,1,0.25,0.25,0,0.25,0.25,0,0.25,0.25,0.25,0,4,0.25,0,0,0.25,0,0,0.25,0.25,0.25,0,0,1,0.25,0,0,1,0.25,0.25,1,1,0.25,1,1,0.25,0,1,0.25,0,0,0,1,0.25,0,0.25,1,0.25,0.25,0.25
,Other,6,1.722751634,1.583333333,1.805555556,1.04,2.25,2.805555556,2.805555556,1.805555556,1.805555556,1.888888889,1.138888889,1.472222222,2,0.472222222,1.472222222,1.138888889,2.472222222,2.25,2.472222222,2.805555556,2.138888889,1.555555556,2,,1.916666667,0.888888889,2,2.138888889,1.666666667,1.916666667,1.333333333,0.888888889,1.555555556,1,1.138888889,1.805555556,2.333333333,2.472222222,2.222222222,1.333333333,2.25,1.138888889,0.583333333,1.583333333,2,1.555555556,0.666666667,2.222222222,0.805555556,2.805555556,1.888888889,1.222222222,1.138888889,2,1.805555556,3,1.888888889,,1.222222222,1.138888889,1.138888889,2.222222222,1.472222222,1.222222222,1.805555556,1.138888889,2.222222222,1.888888889,1.138888889,1.472222222,2.472222222,,1.25,1.666666667,2.222222222,2.583333333,1.36,1.555555556,0.555555556,2.25,1.888888889,1.333333333,0.555555556,1.222222222,2.472222222,2.333333333,1.805555556,2.472222222,1.666666667,1.138888889,2.333333333,1.138888889,1.583333333,2,3.472222222,1.805555556,1.472222222,1.555555556,1.25,2.888888889,1.888888889,2.805555556,2,3.472222222,0.916666667,1.805555556,2.222222222,1.805555556,2.222222222,1.25,2.472222222,1.805555556,2.222222222,1.805555556,,1.333333333,2.805555556,2.222222222,0.888888889,1.805555556,3.222222222,1.805555556,3.222222222,1.333333333,1.805555556,3.222222222,2,1.333333333,2.333333333,0.916666667,2.138888889,2,1,1.222222222,1.555555556,2.333333333,2.805555556,1.555555556,2,2.888888889,1.25,0.25,1.138888889,1.25,1.222222222,2.472222222,2,1.138888889,1.805555556,1.44,1.138888889,1.138888889,0.222222222,1.222222222,1.25,1.805555556,1.138888889,2.222222222,1.472222222,2.555555556,0.805555556,3,1.222222222,1.583333333,1.555555556,1.333333333,2.333333333,2.222222222,1.138888889,2.138888889,2.222222222
